Classifier,Noise Level,Seed,Metric,Value
CatBoost,0.05,24,recall_score,0.8888888888888888
CatBoost,0.05,24,f1_score,0.8311688311688312
CatBoost,0.1,24,accuracy_score,0.8375
CatBoost,0.1,24,precision_score,0.7674418604651163
CatBoost,0.1,24,recall_score,0.9166666666666666
CatBoost,0.1,24,f1_score,0.8354430379746836
CatBoost,0.15,24,accuracy_score,0.8125
CatBoost,0.15,24,precision_score,0.7441860465116279
CatBoost,0.15,24,recall_score,0.8888888888888888
CatBoost,0.15,24,f1_score,0.810126582278481
CatBoost,0.2,24,accuracy_score,0.825
CatBoost,0.2,24,precision_score,0.775
CatBoost,0.2,24,recall_score,0.8611111111111112
CatBoost,0.2,24,f1_score,0.8157894736842105
Bagging,0.0,25,accuracy_score,0.7875
Bagging,0.0,25,precision_score,0.7804878048780488
Bagging,0.0,25,recall_score,0.8
Bagging,0.0,25,f1_score,0.7901234567901234
Bagging,0.05,25,accuracy_score,0.7625
Bagging,0.05,25,precision_score,0.7837837837837838
Bagging,0.05,25,recall_score,0.725
Bagging,0.05,25,f1_score,0.7532467532467533
Bagging,0.1,25,accuracy_score,0.75
Bagging,0.1,25,precision_score,0.7777777777777778
Bagging,0.1,25,recall_score,0.7
Bagging,0.1,25,f1_score,0.7368421052631579
Bagging,0.15,25,accuracy_score,0.7375
Bagging,0.15,25,precision_score,0.7878787878787878
Bagging,0.15,25,recall_score,0.65
Bagging,0.15,25,f1_score,0.7123287671232876
Bagging,0.2,25,accuracy_score,0.7125
Bagging,0.2,25,precision_score,0.6976744186046512
Bagging,0.2,25,recall_score,0.75
Bagging,0.2,25,f1_score,0.7228915662650602
MLP Classifier,0.0,25,accuracy_score,0.975
MLP Classifier,0.0,25,precision_score,0.975
MLP Classifier,0.0,25,recall_score,0.975
MLP Classifier,0.0,25,f1_score,0.975
MLP Classifier,0.05,25,accuracy_score,0.9875
MLP Classifier,0.05,25,precision_score,1.0
MLP Classifier,0.05,25,recall_score,0.975
MLP Classifier,0.05,25,f1_score,0.9873417721518988
MLP Classifier,0.1,25,accuracy_score,0.9875
MLP Classifier,0.1,25,precision_score,1.0
MLP Classifier,0.1,25,recall_score,0.975
MLP Classifier,0.1,25,f1_score,0.9873417721518988
MLP Classifier,0.15,25,accuracy_score,0.9875
MLP Classifier,0.15,25,precision_score,1.0
MLP Classifier,0.15,25,recall_score,0.975
MLP Classifier,0.15,25,f1_score,0.9873417721518988
MLP Classifier,0.2,25,accuracy_score,0.975
MLP Classifier,0.2,25,precision_score,1.0
MLP Classifier,0.2,25,recall_score,0.95
MLP Classifier,0.2,25,f1_score,0.9743589743589743
CatBoost,0.0,25,accuracy_score,0.825
CatBoost,0.0,25,precision_score,0.8611111111111112
CatBoost,0.0,25,recall_score,0.775
CatBoost,0.0,25,f1_score,0.8157894736842105
CatBoost,0.05,25,accuracy_score,0.8125
CatBoost,0.05,25,precision_score,0.8378378378378378
CatBoost,0.05,25,recall_score,0.775
CatBoost,0.05,25,f1_score,0.8051948051948052
CatBoost,0.1,25,accuracy_score,0.775
CatBoost,0.1,25,precision_score,0.7894736842105263
CatBoost,0.1,25,recall_score,0.75
CatBoost,0.1,25,f1_score,0.7692307692307693
CatBoost,0.15,25,accuracy_score,0.8
CatBoost,0.15,25,precision_score,0.8
CatBoost,0.15,25,recall_score,0.8
CatBoost,0.15,25,f1_score,0.8
CatBoost,0.2,25,accuracy_score,0.75
CatBoost,0.2,25,precision_score,0.7380952380952381
CatBoost,0.2,25,recall_score,0.775
CatBoost,0.2,25,f1_score,0.7560975609756098
Bagging,0.0,26,accuracy_score,0.775
Bagging,0.0,26,precision_score,0.7804878048780488
Bagging,0.0,26,recall_score,0.7804878048780488
Bagging,0.0,26,f1_score,0.7804878048780488
Bagging,0.05,26,accuracy_score,0.8125
Bagging,0.05,26,precision_score,0.825
Bagging,0.05,26,recall_score,0.8048780487804879
Bagging,0.05,26,f1_score,0.8148148148148148
Bagging,0.1,26,accuracy_score,0.7125
Bagging,0.1,26,precision_score,0.7142857142857143
Bagging,0.1,26,recall_score,0.7317073170731707
Bagging,0.1,26,f1_score,0.7228915662650602
Bagging,0.15,26,accuracy_score,0.775
Bagging,0.15,26,precision_score,0.8108108108108109
Bagging,0.15,26,recall_score,0.7317073170731707
Bagging,0.15,26,f1_score,0.7692307692307693
Bagging,0.2,26,accuracy_score,0.775
Bagging,0.2,26,precision_score,0.7804878048780488
Bagging,0.2,26,recall_score,0.7804878048780488
Bagging,0.2,26,f1_score,0.7804878048780488
MLP Classifier,0.0,26,accuracy_score,0.975
MLP Classifier,0.0,26,precision_score,0.975609756097561
MLP Classifier,0.0,26,recall_score,0.975609756097561
MLP Classifier,0.0,26,f1_score,0.975609756097561
MLP Classifier,0.05,26,accuracy_score,0.975
MLP Classifier,0.05,26,precision_score,0.975609756097561
MLP Classifier,0.05,26,recall_score,0.975609756097561
MLP Classifier,0.05,26,f1_score,0.975609756097561
MLP Classifier,0.1,26,accuracy_score,0.9625
MLP Classifier,0.1,26,precision_score,1.0
MLP Classifier,0.1,26,recall_score,0.926829268292683
MLP Classifier,0.1,26,f1_score,0.9620253164556962
MLP Classifier,0.15,26,accuracy_score,0.95
MLP Classifier,0.15,26,precision_score,0.9743589743589743
MLP Classifier,0.15,26,recall_score,0.926829268292683
MLP Classifier,0.15,26,f1_score,0.95
MLP Classifier,0.2,26,accuracy_score,0.9375
MLP Classifier,0.2,26,precision_score,0.95
MLP Classifier,0.2,26,recall_score,0.926829268292683
MLP Classifier,0.2,26,f1_score,0.9382716049382716
CatBoost,0.0,26,accuracy_score,0.825
CatBoost,0.0,26,precision_score,0.813953488372093
CatBoost,0.0,26,recall_score,0.8536585365853658
CatBoost,0.0,26,f1_score,0.8333333333333334
CatBoost,0.05,26,accuracy_score,0.8
CatBoost,0.05,26,precision_score,0.7906976744186046
CatBoost,0.05,26,recall_score,0.8292682926829268
CatBoost,0.05,26,f1_score,0.8095238095238095
CatBoost,0.1,26,accuracy_score,0.8
CatBoost,0.1,26,precision_score,0.8048780487804879
CatBoost,0.1,26,recall_score,0.8048780487804879
CatBoost,0.1,26,f1_score,0.8048780487804879
CatBoost,0.15,26,accuracy_score,0.8
CatBoost,0.15,26,precision_score,0.7777777777777778
CatBoost,0.15,26,recall_score,0.8536585365853658
CatBoost,0.15,26,f1_score,0.813953488372093
CatBoost,0.2,26,accuracy_score,0.7875
CatBoost,0.2,26,precision_score,0.7608695652173914
CatBoost,0.2,26,recall_score,0.8536585365853658
CatBoost,0.2,26,f1_score,0.8045977011494253
Bagging,0.0,27,accuracy_score,0.775
Bagging,0.0,27,precision_score,0.75
Bagging,0.0,27,recall_score,0.75
Bagging,0.0,27,f1_score,0.75
Bagging,0.05,27,accuracy_score,0.6625
Bagging,0.05,27,precision_score,0.5957446808510638
Bagging,0.05,27,recall_score,0.7777777777777778
Bagging,0.05,27,f1_score,0.6746987951807228
Bagging,0.1,27,accuracy_score,0.75
Bagging,0.1,27,precision_score,0.7222222222222222
Bagging,0.1,27,recall_score,0.7222222222222222
Bagging,0.1,27,f1_score,0.7222222222222222
Bagging,0.15,27,accuracy_score,0.8
Bagging,0.15,27,precision_score,0.7941176470588235
Bagging,0.15,27,recall_score,0.75
Bagging,0.15,27,f1_score,0.7714285714285715
Bagging,0.2,27,accuracy_score,0.7
Bagging,0.2,27,precision_score,0.6304347826086957
Bagging,0.2,27,recall_score,0.8055555555555556
Bagging,0.2,27,f1_score,0.7073170731707317
MLP Classifier,0.0,27,accuracy_score,0.975
MLP Classifier,0.0,27,precision_score,0.9473684210526315
MLP Classifier,0.0,27,recall_score,1.0
MLP Classifier,0.0,27,f1_score,0.972972972972973
MLP Classifier,0.05,27,accuracy_score,0.9625
MLP Classifier,0.05,27,precision_score,0.9230769230769231
MLP Classifier,0.05,27,recall_score,1.0
MLP Classifier,0.05,27,f1_score,0.96
MLP Classifier,0.1,27,accuracy_score,0.9625
MLP Classifier,0.1,27,precision_score,0.9230769230769231
MLP Classifier,0.1,27,recall_score,1.0
MLP Classifier,0.1,27,f1_score,0.96
MLP Classifier,0.15,27,accuracy_score,0.9625
MLP Classifier,0.15,27,precision_score,0.9230769230769231
MLP Classifier,0.15,27,recall_score,1.0
MLP Classifier,0.15,27,f1_score,0.96
MLP Classifier,0.2,27,accuracy_score,0.95
MLP Classifier,0.2,27,precision_score,0.9210526315789473
MLP Classifier,0.2,27,recall_score,0.9722222222222222
MLP Classifier,0.2,27,f1_score,0.9459459459459459
CatBoost,0.0,27,accuracy_score,0.8
CatBoost,0.0,27,precision_score,0.75
CatBoost,0.0,27,recall_score,0.8333333333333334
CatBoost,0.0,27,f1_score,0.7894736842105263
CatBoost,0.05,27,accuracy_score,0.7875
CatBoost,0.05,27,precision_score,0.7567567567567568
CatBoost,0.05,27,recall_score,0.7777777777777778
CatBoost,0.05,27,f1_score,0.7671232876712328
CatBoost,0.1,27,accuracy_score,0.775
CatBoost,0.1,27,precision_score,0.7368421052631579
CatBoost,0.1,27,recall_score,0.7777777777777778
CatBoost,0.1,27,f1_score,0.7567567567567568
CatBoost,0.15,27,accuracy_score,0.7625
CatBoost,0.15,27,precision_score,0.717948717948718
CatBoost,0.15,27,recall_score,0.7777777777777778
CatBoost,0.15,27,f1_score,0.7466666666666667
CatBoost,0.2,27,accuracy_score,0.7375
CatBoost,0.2,27,precision_score,0.6595744680851063
CatBoost,0.2,27,recall_score,0.8611111111111112
CatBoost,0.2,27,f1_score,0.7469879518072289
Bagging,0.0,28,accuracy_score,0.6875
Bagging,0.0,28,precision_score,0.6938775510204082
Bagging,0.0,28,recall_score,0.7727272727272727
Bagging,0.0,28,f1_score,0.7311827956989247
Bagging,0.05,28,accuracy_score,0.6125
Bagging,0.05,28,precision_score,0.6274509803921569
Bagging,0.05,28,recall_score,0.7272727272727273
Bagging,0.05,28,f1_score,0.6736842105263158
Bagging,0.1,28,accuracy_score,0.675
Bagging,0.1,28,precision_score,0.6875
Bagging,0.1,28,recall_score,0.75
Bagging,0.1,28,f1_score,0.717391304347826
Bagging,0.15,28,accuracy_score,0.6875
Bagging,0.15,28,precision_score,0.7111111111111111
Bagging,0.15,28,recall_score,0.7272727272727273
Bagging,0.15,28,f1_score,0.7191011235955056
Bagging,0.2,28,accuracy_score,0.55
Bagging,0.2,28,precision_score,0.5869565217391305
Bagging,0.2,28,recall_score,0.6136363636363636
Bagging,0.2,28,f1_score,0.6
MLP Classifier,0.0,28,accuracy_score,0.9875
MLP Classifier,0.0,28,precision_score,1.0
MLP Classifier,0.0,28,recall_score,0.9772727272727273
MLP Classifier,0.0,28,f1_score,0.9885057471264368
MLP Classifier,0.05,28,accuracy_score,0.9875
MLP Classifier,0.05,28,precision_score,1.0
MLP Classifier,0.05,28,recall_score,0.9772727272727273
MLP Classifier,0.05,28,f1_score,0.9885057471264368
MLP Classifier,0.1,28,accuracy_score,0.975
MLP Classifier,0.1,28,precision_score,0.9772727272727273
MLP Classifier,0.1,28,recall_score,0.9772727272727273
MLP Classifier,0.1,28,f1_score,0.9772727272727273
MLP Classifier,0.15,28,accuracy_score,0.975
MLP Classifier,0.15,28,precision_score,1.0
MLP Classifier,0.15,28,recall_score,0.9545454545454546
MLP Classifier,0.15,28,f1_score,0.9767441860465116
MLP Classifier,0.2,28,accuracy_score,0.95
MLP Classifier,0.2,28,precision_score,0.9761904761904762
MLP Classifier,0.2,28,recall_score,0.9318181818181818
MLP Classifier,0.2,28,f1_score,0.9534883720930233
CatBoost,0.0,28,accuracy_score,0.6875
CatBoost,0.0,28,precision_score,0.6862745098039216
CatBoost,0.0,28,recall_score,0.7954545454545454
CatBoost,0.0,28,f1_score,0.7368421052631579
CatBoost,0.05,28,accuracy_score,0.6875
CatBoost,0.05,28,precision_score,0.6862745098039216
CatBoost,0.05,28,recall_score,0.7954545454545454
CatBoost,0.05,28,f1_score,0.7368421052631579
CatBoost,0.1,28,accuracy_score,0.7125
CatBoost,0.1,28,precision_score,0.6981132075471698
CatBoost,0.1,28,recall_score,0.8409090909090909
CatBoost,0.1,28,f1_score,0.7628865979381443
CatBoost,0.15,28,accuracy_score,0.7125
CatBoost,0.15,28,precision_score,0.6981132075471698
CatBoost,0.15,28,recall_score,0.8409090909090909
CatBoost,0.15,28,f1_score,0.7628865979381443
CatBoost,0.2,28,accuracy_score,0.6875
CatBoost,0.2,28,precision_score,0.6862745098039216
CatBoost,0.2,28,recall_score,0.7954545454545454
CatBoost,0.2,28,f1_score,0.7368421052631579
Bagging,0.0,29,accuracy_score,0.8625
Bagging,0.0,29,precision_score,0.8787878787878788
Bagging,0.0,29,recall_score,0.8055555555555556
Bagging,0.0,29,f1_score,0.8405797101449275
Bagging,0.05,29,accuracy_score,0.825
Bagging,0.05,29,precision_score,0.8055555555555556
Bagging,0.05,29,recall_score,0.8055555555555556
Bagging,0.05,29,f1_score,0.8055555555555556
Bagging,0.1,29,accuracy_score,0.675
Bagging,0.1,29,precision_score,0.6388888888888888
Bagging,0.1,29,recall_score,0.6388888888888888
Bagging,0.1,29,f1_score,0.6388888888888888
Bagging,0.15,29,accuracy_score,0.675
Bagging,0.15,29,precision_score,0.65625
Bagging,0.15,29,recall_score,0.5833333333333334
Bagging,0.15,29,f1_score,0.6176470588235294
Bagging,0.2,29,accuracy_score,0.7
Bagging,0.2,29,precision_score,0.65
Bagging,0.2,29,recall_score,0.7222222222222222
Bagging,0.2,29,f1_score,0.6842105263157895
MLP Classifier,0.0,29,accuracy_score,0.9625
MLP Classifier,0.0,29,precision_score,0.9230769230769231
MLP Classifier,0.0,29,recall_score,1.0
MLP Classifier,0.0,29,f1_score,0.96
MLP Classifier,0.05,29,accuracy_score,0.95
MLP Classifier,0.05,29,precision_score,0.9
MLP Classifier,0.05,29,recall_score,1.0
MLP Classifier,0.05,29,f1_score,0.9473684210526315
MLP Classifier,0.1,29,accuracy_score,0.95
MLP Classifier,0.1,29,precision_score,0.9
MLP Classifier,0.1,29,recall_score,1.0
MLP Classifier,0.1,29,f1_score,0.9473684210526315
MLP Classifier,0.15,29,accuracy_score,0.9625
MLP Classifier,0.15,29,precision_score,0.9230769230769231
MLP Classifier,0.15,29,recall_score,1.0
MLP Classifier,0.15,29,f1_score,0.96
MLP Classifier,0.2,29,accuracy_score,0.95
MLP Classifier,0.2,29,precision_score,0.9
MLP Classifier,0.2,29,recall_score,1.0
MLP Classifier,0.2,29,f1_score,0.9473684210526315
CatBoost,0.0,29,accuracy_score,0.8
CatBoost,0.0,29,precision_score,0.75
CatBoost,0.0,29,recall_score,0.8333333333333334
CatBoost,0.0,29,f1_score,0.7894736842105263
CatBoost,0.05,29,accuracy_score,0.8
CatBoost,0.05,29,precision_score,0.75
CatBoost,0.05,29,recall_score,0.8333333333333334
CatBoost,0.05,29,f1_score,0.7894736842105263
CatBoost,0.1,29,accuracy_score,0.775
CatBoost,0.1,29,precision_score,0.7142857142857143
CatBoost,0.1,29,recall_score,0.8333333333333334
CatBoost,0.1,29,f1_score,0.7692307692307693
CatBoost,0.15,29,accuracy_score,0.7625
CatBoost,0.15,29,precision_score,0.7073170731707317
CatBoost,0.15,29,recall_score,0.8055555555555556
CatBoost,0.15,29,f1_score,0.7532467532467533
CatBoost,0.2,29,accuracy_score,0.7625
CatBoost,0.2,29,precision_score,0.6888888888888889
CatBoost,0.2,29,recall_score,0.8611111111111112
CatBoost,0.2,29,f1_score,0.7654320987654321
Bagging,0.0,30,accuracy_score,0.775
Bagging,0.0,30,precision_score,0.7435897435897436
Bagging,0.0,30,recall_score,0.7837837837837838
Bagging,0.0,30,f1_score,0.7631578947368421
Bagging,0.05,30,accuracy_score,0.775
Bagging,0.05,30,precision_score,0.8064516129032258
Bagging,0.05,30,recall_score,0.6756756756756757
Bagging,0.05,30,f1_score,0.7352941176470589
Bagging,0.1,30,accuracy_score,0.775
Bagging,0.1,30,precision_score,0.8064516129032258
Bagging,0.1,30,recall_score,0.6756756756756757
Bagging,0.1,30,f1_score,0.7352941176470589
Bagging,0.15,30,accuracy_score,0.725
Bagging,0.15,30,precision_score,0.7272727272727273
Bagging,0.15,30,recall_score,0.6486486486486487
Bagging,0.15,30,f1_score,0.6857142857142857
Bagging,0.2,30,accuracy_score,0.7375
Bagging,0.2,30,precision_score,0.7222222222222222
Bagging,0.2,30,recall_score,0.7027027027027027
Bagging,0.2,30,f1_score,0.7123287671232876
MLP Classifier,0.0,30,accuracy_score,0.9625
MLP Classifier,0.0,30,precision_score,1.0
MLP Classifier,0.0,30,recall_score,0.918918918918919
MLP Classifier,0.0,30,f1_score,0.9577464788732394
MLP Classifier,0.05,30,accuracy_score,0.95
MLP Classifier,0.05,30,precision_score,1.0
MLP Classifier,0.05,30,recall_score,0.8918918918918919
MLP Classifier,0.05,30,f1_score,0.9428571428571428
MLP Classifier,0.1,30,accuracy_score,0.9625
MLP Classifier,0.1,30,precision_score,1.0
MLP Classifier,0.1,30,recall_score,0.918918918918919
MLP Classifier,0.1,30,f1_score,0.9577464788732394
MLP Classifier,0.15,30,accuracy_score,0.925
MLP Classifier,0.15,30,precision_score,1.0
MLP Classifier,0.15,30,recall_score,0.8378378378378378
MLP Classifier,0.15,30,f1_score,0.9117647058823529
MLP Classifier,0.2,30,accuracy_score,0.9625
MLP Classifier,0.2,30,precision_score,1.0
MLP Classifier,0.2,30,recall_score,0.918918918918919
MLP Classifier,0.2,30,f1_score,0.9577464788732394
CatBoost,0.0,30,accuracy_score,0.7875
CatBoost,0.0,30,precision_score,0.75
CatBoost,0.0,30,recall_score,0.8108108108108109
CatBoost,0.0,30,f1_score,0.7792207792207793
CatBoost,0.05,30,accuracy_score,0.775
CatBoost,0.05,30,precision_score,0.7435897435897436
CatBoost,0.05,30,recall_score,0.7837837837837838
CatBoost,0.05,30,f1_score,0.7631578947368421
CatBoost,0.1,30,accuracy_score,0.7875
CatBoost,0.1,30,precision_score,0.7631578947368421
CatBoost,0.1,30,recall_score,0.7837837837837838
CatBoost,0.1,30,f1_score,0.7733333333333333
CatBoost,0.15,30,accuracy_score,0.825
CatBoost,0.15,30,precision_score,0.8108108108108109
CatBoost,0.15,30,recall_score,0.8108108108108109
CatBoost,0.15,30,f1_score,0.8108108108108109
CatBoost,0.2,30,accuracy_score,0.7625
CatBoost,0.2,30,precision_score,0.725
CatBoost,0.2,30,recall_score,0.7837837837837838
CatBoost,0.2,30,f1_score,0.7532467532467533
Bagging,0.0,31,accuracy_score,0.7375
Bagging,0.0,31,precision_score,0.7446808510638298
Bagging,0.0,31,recall_score,0.7954545454545454
Bagging,0.0,31,f1_score,0.7692307692307693
Bagging,0.05,31,accuracy_score,0.8375
Bagging,0.05,31,precision_score,0.8444444444444444
Bagging,0.05,31,recall_score,0.8636363636363636
Bagging,0.05,31,f1_score,0.8539325842696629
Bagging,0.1,31,accuracy_score,0.7875
Bagging,0.1,31,precision_score,0.8292682926829268
Bagging,0.1,31,recall_score,0.7727272727272727
Bagging,0.1,31,f1_score,0.8
Bagging,0.15,31,accuracy_score,0.75
Bagging,0.15,31,precision_score,0.8
Bagging,0.15,31,recall_score,0.7272727272727273
Bagging,0.15,31,f1_score,0.7619047619047619
Bagging,0.2,31,accuracy_score,0.7375
Bagging,0.2,31,precision_score,0.8108108108108109
Bagging,0.2,31,recall_score,0.6818181818181818
Bagging,0.2,31,f1_score,0.7407407407407407
MLP Classifier,0.0,31,accuracy_score,0.975
MLP Classifier,0.0,31,precision_score,0.9772727272727273
MLP Classifier,0.0,31,recall_score,0.9772727272727273
MLP Classifier,0.0,31,f1_score,0.9772727272727273
MLP Classifier,0.05,31,accuracy_score,0.975
MLP Classifier,0.05,31,precision_score,0.9772727272727273
MLP Classifier,0.05,31,recall_score,0.9772727272727273
MLP Classifier,0.05,31,f1_score,0.9772727272727273
MLP Classifier,0.1,31,accuracy_score,0.975
MLP Classifier,0.1,31,precision_score,0.9772727272727273
MLP Classifier,0.1,31,recall_score,0.9772727272727273
MLP Classifier,0.1,31,f1_score,0.9772727272727273
MLP Classifier,0.15,31,accuracy_score,0.975
MLP Classifier,0.15,31,precision_score,0.9772727272727273
MLP Classifier,0.15,31,recall_score,0.9772727272727273
MLP Classifier,0.15,31,f1_score,0.9772727272727273
MLP Classifier,0.2,31,accuracy_score,0.9375
MLP Classifier,0.2,31,precision_score,0.9148936170212766
MLP Classifier,0.2,31,recall_score,0.9772727272727273
MLP Classifier,0.2,31,f1_score,0.945054945054945
CatBoost,0.0,31,accuracy_score,0.75
CatBoost,0.0,31,precision_score,0.7727272727272727
CatBoost,0.0,31,recall_score,0.7727272727272727
CatBoost,0.0,31,f1_score,0.7727272727272727
CatBoost,0.05,31,accuracy_score,0.7625
CatBoost,0.05,31,precision_score,0.7906976744186046
CatBoost,0.05,31,recall_score,0.7727272727272727
CatBoost,0.05,31,f1_score,0.7816091954022989
CatBoost,0.1,31,accuracy_score,0.7875
CatBoost,0.1,31,precision_score,0.813953488372093
CatBoost,0.1,31,recall_score,0.7954545454545454
CatBoost,0.1,31,f1_score,0.8045977011494253
CatBoost,0.15,31,accuracy_score,0.7875
CatBoost,0.15,31,precision_score,0.813953488372093
CatBoost,0.15,31,recall_score,0.7954545454545454
CatBoost,0.15,31,f1_score,0.8045977011494253
CatBoost,0.2,31,accuracy_score,0.775
CatBoost,0.2,31,precision_score,0.7954545454545454
CatBoost,0.2,31,recall_score,0.7954545454545454
CatBoost,0.2,31,f1_score,0.7954545454545454
Bagging,0.0,32,accuracy_score,0.7375
Bagging,0.0,32,precision_score,0.8
Bagging,0.0,32,recall_score,0.6666666666666666
Bagging,0.0,32,f1_score,0.7272727272727273
Bagging,0.05,32,accuracy_score,0.7125
Bagging,0.05,32,precision_score,0.8064516129032258
Bagging,0.05,32,recall_score,0.5952380952380952
Bagging,0.05,32,f1_score,0.684931506849315
Bagging,0.1,32,accuracy_score,0.7
Bagging,0.1,32,precision_score,0.8
Bagging,0.1,32,recall_score,0.5714285714285714
Bagging,0.1,32,f1_score,0.6666666666666666
Bagging,0.15,32,accuracy_score,0.65
Bagging,0.15,32,precision_score,0.7058823529411765
Bagging,0.15,32,recall_score,0.5714285714285714
Bagging,0.15,32,f1_score,0.631578947368421
Bagging,0.2,32,accuracy_score,0.675
Bagging,0.2,32,precision_score,0.7352941176470589
Bagging,0.2,32,recall_score,0.5952380952380952
Bagging,0.2,32,f1_score,0.6578947368421053
MLP Classifier,0.0,32,accuracy_score,1.0
MLP Classifier,0.0,32,precision_score,1.0
MLP Classifier,0.0,32,recall_score,1.0
MLP Classifier,0.0,32,f1_score,1.0
MLP Classifier,0.05,32,accuracy_score,0.9875
MLP Classifier,0.05,32,precision_score,1.0
MLP Classifier,0.05,32,recall_score,0.9761904761904762
MLP Classifier,0.05,32,f1_score,0.9879518072289156
MLP Classifier,0.1,32,accuracy_score,0.9625
MLP Classifier,0.1,32,precision_score,0.975609756097561
MLP Classifier,0.1,32,recall_score,0.9523809523809523
MLP Classifier,0.1,32,f1_score,0.963855421686747
MLP Classifier,0.15,32,accuracy_score,0.975
MLP Classifier,0.15,32,precision_score,1.0
MLP Classifier,0.15,32,recall_score,0.9523809523809523
MLP Classifier,0.15,32,f1_score,0.975609756097561
MLP Classifier,0.2,32,accuracy_score,0.9625
MLP Classifier,0.2,32,precision_score,0.975609756097561
MLP Classifier,0.2,32,recall_score,0.9523809523809523
MLP Classifier,0.2,32,f1_score,0.963855421686747
CatBoost,0.0,32,accuracy_score,0.7375
CatBoost,0.0,32,precision_score,0.7837837837837838
CatBoost,0.0,32,recall_score,0.6904761904761905
CatBoost,0.0,32,f1_score,0.7341772151898734
CatBoost,0.05,32,accuracy_score,0.725
CatBoost,0.05,32,precision_score,0.7777777777777778
CatBoost,0.05,32,recall_score,0.6666666666666666
CatBoost,0.05,32,f1_score,0.717948717948718
CatBoost,0.1,32,accuracy_score,0.6875
CatBoost,0.1,32,precision_score,0.7428571428571429
CatBoost,0.1,32,recall_score,0.6190476190476191
CatBoost,0.1,32,f1_score,0.6753246753246753
CatBoost,0.15,32,accuracy_score,0.675
CatBoost,0.15,32,precision_score,0.7105263157894737
CatBoost,0.15,32,recall_score,0.6428571428571429
CatBoost,0.15,32,f1_score,0.675
CatBoost,0.2,32,accuracy_score,0.675
CatBoost,0.2,32,precision_score,0.7105263157894737
CatBoost,0.2,32,recall_score,0.6428571428571429
CatBoost,0.2,32,f1_score,0.675
Bagging,0.0,33,accuracy_score,0.725
Bagging,0.0,33,precision_score,0.8333333333333334
Bagging,0.0,33,recall_score,0.7
Bagging,0.0,33,f1_score,0.7608695652173914
Bagging,0.05,33,accuracy_score,0.6875
Bagging,0.05,33,precision_score,0.7906976744186046
Bagging,0.05,33,recall_score,0.68
Bagging,0.05,33,f1_score,0.7311827956989247
Bagging,0.1,33,accuracy_score,0.6375
Bagging,0.1,33,precision_score,0.7692307692307693
Bagging,0.1,33,recall_score,0.6
Bagging,0.1,33,f1_score,0.6741573033707865
Bagging,0.15,33,accuracy_score,0.625
Bagging,0.15,33,precision_score,0.717391304347826
Bagging,0.15,33,recall_score,0.66
Bagging,0.15,33,f1_score,0.6875
Bagging,0.2,33,accuracy_score,0.6375
Bagging,0.2,33,precision_score,0.7560975609756098
Bagging,0.2,33,recall_score,0.62
Bagging,0.2,33,f1_score,0.6813186813186813
MLP Classifier,0.0,33,accuracy_score,0.9875
MLP Classifier,0.0,33,precision_score,0.9803921568627451
MLP Classifier,0.0,33,recall_score,1.0
MLP Classifier,0.0,33,f1_score,0.9900990099009901
MLP Classifier,0.05,33,accuracy_score,0.9875
MLP Classifier,0.05,33,precision_score,0.9803921568627451
MLP Classifier,0.05,33,recall_score,1.0
MLP Classifier,0.05,33,f1_score,0.9900990099009901
MLP Classifier,0.1,33,accuracy_score,0.975
MLP Classifier,0.1,33,precision_score,0.9615384615384616
MLP Classifier,0.1,33,recall_score,1.0
MLP Classifier,0.1,33,f1_score,0.9803921568627451
MLP Classifier,0.15,33,accuracy_score,0.9875
MLP Classifier,0.15,33,precision_score,0.9803921568627451
MLP Classifier,0.15,33,recall_score,1.0
MLP Classifier,0.15,33,f1_score,0.9900990099009901
MLP Classifier,0.2,33,accuracy_score,0.975
MLP Classifier,0.2,33,precision_score,0.9615384615384616
MLP Classifier,0.2,33,recall_score,1.0
MLP Classifier,0.2,33,f1_score,0.9803921568627451
CatBoost,0.0,33,accuracy_score,0.7625
CatBoost,0.0,33,precision_score,0.8297872340425532
CatBoost,0.0,33,recall_score,0.78
CatBoost,0.0,33,f1_score,0.8041237113402062
CatBoost,0.05,33,accuracy_score,0.775
CatBoost,0.05,33,precision_score,0.8478260869565217
CatBoost,0.05,33,recall_score,0.78
CatBoost,0.05,33,f1_score,0.8125
CatBoost,0.1,33,accuracy_score,0.7625
CatBoost,0.1,33,precision_score,0.8444444444444444
CatBoost,0.1,33,recall_score,0.76
CatBoost,0.1,33,f1_score,0.8
CatBoost,0.15,33,accuracy_score,0.7375
CatBoost,0.15,33,precision_score,0.8372093023255814
CatBoost,0.15,33,recall_score,0.72
CatBoost,0.15,33,f1_score,0.7741935483870968
CatBoost,0.2,33,accuracy_score,0.75
CatBoost,0.2,33,precision_score,0.8409090909090909
CatBoost,0.2,33,recall_score,0.74
CatBoost,0.2,33,f1_score,0.7872340425531915
Bagging,0.0,34,accuracy_score,0.8
Bagging,0.0,34,precision_score,0.7346938775510204
Bagging,0.0,34,recall_score,0.9230769230769231
Bagging,0.0,34,f1_score,0.8181818181818182
Bagging,0.05,34,accuracy_score,0.7625
Bagging,0.05,34,precision_score,0.7380952380952381
Bagging,0.05,34,recall_score,0.7948717948717948
Bagging,0.05,34,f1_score,0.7654320987654321
Bagging,0.1,34,accuracy_score,0.75
Bagging,0.1,34,precision_score,0.7435897435897436
